AreaOccupied_AreaOccupied_Fibrils,AreaOccupied_Perimeter_Fibrils,AreaOccupied_TotalArea_Fibrils,Channel_GFP,Count_BrightNoise,Count_FibrilCenters,Count_Fibrils,Count_NoiseExpanded,Crop_AreaRetainedAfterCropping_EnhancedMaskedCroppedTubes,Crop_AreaRetainedAfterCropping_GFPRescaledCropped,Crop_OriginalImageArea_EnhancedMaskedCroppedTubes,Crop_OriginalImageArea_GFPRescaledCropped,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07EnhanceOrSuppressFeatures,ExecutionTime_08GaussianFilter,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10ExpandOrShrinkObjects,ExecutionTime_11MaskImage,ExecutionTime_12Crop,ExecutionTime_13IdentifyPrimaryObjects,ExecutionTime_14MeasureObjectSizeShape,ExecutionTime_15MeasureImageAreaOccupied,ExecutionTime_16MeasureObjectIntensity,ExecutionTime_17ConvertObjectsToImage,ExecutionTime_18MorphologicalSkeleton,ExecutionTime_19ExpandOrShrinkObjects,ExecutionTime_20MeasureObjectSkeleton,ExecutionTime_21RescaleIntensity,ExecutionTime_22ImageMath,ExecutionTime_23Crop,ExecutionTime_24OverlayObjects,ExecutionTime_25SaveImages,ExecutionTime_26SaveImages,ExecutionTime_27DisplayDataOnImage,ExecutionTime_28SaveImages,ExecutionTime_29DisplayDataOnImage,ExecutionTime_30SaveImages,ExecutionTime_31DisplayDataOnImage,ExecutionTime_32SaveImages,FileName_GFP,Frame_GFP,Group_Index,Group_Number,Height_GFP,ImageNumber,ImageSet_ImageSet,MD5Digest_GFP,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_channel,Metadata_image,Metadata_substrate,Metadata_time,Metadata_timepoint,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07EnhanceOrSuppressFeatures,ModuleError_08GaussianFilter,ModuleError_09IdentifyPrimaryObjects,ModuleError_10ExpandOrShrinkObjects,ModuleError_11MaskImage,ModuleError_12Crop,ModuleError_13IdentifyPrimaryObjects,ModuleError_14MeasureObjectSizeShape,ModuleError_15MeasureImageAreaOccupied,ModuleError_16MeasureObjectIntensity,ModuleError_17ConvertObjectsToImage,ModuleError_18MorphologicalSkeleton,ModuleError_19ExpandOrShrinkObjects,ModuleError_20MeasureObjectSkeleton,ModuleError_21RescaleIntensity,ModuleError_22ImageMath,ModuleError_23Crop,ModuleError_24OverlayObjects,ModuleError_25SaveImages,ModuleError_26SaveImages,ModuleError_27DisplayDataOnImage,ModuleError_28SaveImages,ModuleError_29DisplayDataOnImage,ModuleError_30SaveImages,ModuleError_31DisplayDataOnImage,ModuleError_32SaveImages,PathName_GFP,ProcessingStatus,Scaling_GFP,Series_GFP,Threshold_FinalThreshold_BrightNoise,Threshold_FinalThreshold_Fibrils,Threshold_OrigThreshold_BrightNoise,Threshold_OrigThreshold_Fibrils,Threshold_SumOfEntropies_BrightNoise,Threshold_SumOfEntropies_Fibrils,Threshold_WeightedVariance_BrightNoise,Threshold_WeightedVariance_Fibrils,URL_GFP,Width_GFP
13409.0,7288.0,966288.0,-1,0.0,191.0,191.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.3499999999999659,0.0,0.6800000000000068,0.010000000000047748,0.20999999999997954,0.2599999999999909,0.35000000000002274,0.06999999999999318,0.0,0.01999999999998181,0.7700000000000387,0.38999999999998636,0.05000000000001137,0.1500000000000341,0.009999999999990905,0.029999999999972715,0.3900000000000432,0.7099999999999795,0.009999999999990905,0.009999999999990905,0.040000000000020464,0.21000000000003638,2.769999999999982,0.3199999999999932,1.3100000000000023,2.7099999999999795,1.5000000000000568,2.7999999999999545,1.3700000000000045,2.8799999999999955,12hr_w2GFP.TIF,0,51,1,1002,51,b'eLswxMGCG01LA5+p9Q2NgLxyI6Bn9UI83cBlLsxTwLACORazdAYx4CU0JLSADHBAA2lg8NsBALb4lh4=',1ae39d4cdece3da85032810a9d82687b,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/15/12hr_w2GFP.TIF,0,0,GFP,15,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/15,Done,65535,0,0.02,0.0682892706245184,0.003381538233952597,0.0682892706245184,0.0,-12.42647832493207,0.06826039403676987,1.6079763845219934,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/15/12hr_w2GFP.TIF,1004
34690.0,20301.0,966288.0,-1,0.0,531.0,531.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.30999999999994543,0.0,0.7200000000000273,0.009999999999990905,0.27000000000003865,0.27000000000003865,0.3699999999999477,0.0999999999999659,0.010000000000047748,0.03000000000002956,0.75,1.1200000000000045,0.11000000000001364,0.17999999999994998,0.01999999999998181,0.020000000000038654,0.4300000000000068,0.7099999999999795,0.010000000000047748,0.0,0.029999999999972715,0.15999999999996817,2.75,0.5100000000000477,1.910000000000025,2.5699999999999363,1.8600000000000136,2.650000000000034,2.0300000000000296,2.4499999999999886,12hr_w2GFP.TIF,0,52,1,1002,52,b'eLswxMGCG01LA56pzfQNjYC8ciOgZ/VCPN3AZS7MU8CwAjkWs3QGMeAlNCS0gAxwQANpYPDbAQC3UJYf',76e02b0008109679b370a7218c73c292,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/16/12hr_w2GFP.TIF,0,0,GFP,16,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/16,Done,65535,0,0.02,0.04079536721110344,0.005140488618053496,0.04079536721110344,0.0,-12.361333705423746,0.09251518547534943,0.8002253364435241,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/16/12hr_w2GFP.TIF,1004
22345.0,12717.0,966288.0,-1,0.0,380.0,380.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.34000000000003183,0.0,0.8100000000000023,0.009999999999990905,0.26000000000004775,0.25,0.3699999999999477,0.08999999999997499,0.0,0.040000000000020464,0.7799999999999727,0.7100000000000364,0.05999999999994543,0.1500000000000341,0.0,0.020000000000038654,0.42999999999995,0.6200000000000045,0.009999999999990905,0.0,0.01999999999998181,0.18000000000000682,2.830000000000041,0.4900000000000091,1.6899999999999409,2.75,1.6399999999999864,2.7800000000000296,1.6999999999999886,2.569999999999993,12hr_w2GFP.TIF,0,53,1,1002,53,b'eLswxMGCG01LA56pzfUNjYC8ciOgZ/VCPN3AZS7MU8CwAjkWs3QGMeAlNCS0gAxwQANpYPDbAQC3qJYg',28b69917c029e172462047be46f78892,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/17/12hr_w2GFP.TIF,0,0,GFP,17,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/17,Done,65535,0,0.02,0.05179447727277875,0.004176581132924184,0.05179447727277875,0.0,-12.55897908240915,0.07522086054086685,1.157044937481958,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/17/12hr_w2GFP.TIF,1004
22305.0,13576.0,966288.0,-1,0.0,414.0,414.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.3100000000000023,0.0,0.7799999999999727,0.010000000000047748,0.25,0.2400000000000091,0.37000000000000455,0.08999999999997499,0.0,0.020000000000038654,0.7599999999999909,0.7699999999999818,0.06999999999999318,0.160000000000025,0.0,0.020000000000038654,0.4399999999999977,0.6399999999999864,0.01999999999998181,0.009999999999990905,0.020000000000038654,0.18999999999999773,2.920000000000016,0.46999999999997044,1.8100000000000023,2.7800000000000296,1.669999999999959,2.8100000000000023,1.740000000000009,2.569999999999993,12hr_w2GFP.TIF,0,54,1,1002,54,b'eLswxMGCG01LA56pLfQNjYC8ciOgZ/VCPN3AZS7MU8CwAjkWs3QGMeAlNCS0gAxwQANpYPDbAQC4AJYh',39024a9b104a15a715f1adf2bc8bb0fb,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/18/12hr_w2GFP.TIF,0,0,GFP,18,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/18,Done,65535,0,0.02,0.03851976431906223,0.003626920806709677,0.03851976431906223,0.0,-12.249975269762627,0.06254471838474274,0.7954799001698577,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/18/12hr_w2GFP.TIF,1004
25427.0,16024.0,966288.0,-1,0.0,536.0,536.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.35000000000002274,0.0,0.7300000000000182,0.009999999999990905,0.2400000000000091,0.2799999999999727,0.37999999999999545,0.08000000000004093,0.0,0.01999999999998181,0.75,0.8800000000000523,0.0999999999999659,0.15999999999996817,0.010000000000047748,0.009999999999990905,0.45999999999997954,0.7199999999999704,0.0,0.0,0.03000000000002956,0.15999999999996817,2.8700000000000045,0.4900000000000091,1.9300000000000637,2.6399999999999864,2.0499999999999545,2.3800000000000523,1.509999999999991,2.1999999999999886,12hr_w2GFP.TIF,0,55,1,1002,55,b'eLswxMGCG01LA56pLfUNjYC8ciOgZ/VCPN3AZS7MU8CwAjkWs3QGMeAlNCS0gAxwQANpYPDbAQC4WJYi',e35d11554cd85862a336fafef3cacf07,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/19/12hr_w2GFP.TIF,0,0,GFP,19,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/19,Done,65535,0,0.02,0.05187630653381348,0.0042383839027024806,0.05187630653381348,0.0,-12.157607493812339,0.05346047878265381,1.1324209203122626,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/19/12hr_w2GFP.TIF,1004
11800.0,7604.0,966288.0,-1,0.0,279.0,279.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.2699999999999818,0.0,1.089999999999975,0.009999999999990905,0.25,0.2400000000000091,0.3599999999999568,0.06999999999993634,0.0,0.020000000000038654,0.6700000000000159,0.4900000000000091,0.18999999999994088,0.160000000000025,0.009999999999990905,0.029999999999972715,0.40999999999996817,0.6700000000000728,0.01999999999998181,0.009999999999990905,0.029999999999972715,0.20000000000004547,2.939999999999941,0.3100000000000591,1.4800000000000182,2.849999999999966,1.5,2.6200000000000045,1.1999999999999886,2.3799999999999955,12hr_w2GFP.TIF,0,56,1,1002,56,b'eLswxMGCG01LA52pjQz0DY2AvHIjoGf1QjzdwGUuzFPAsAI5FrN0BjHgJTQktIAMcEADaWDw2wEAtZmWGg==',600bd8515b6a59116058f8cd543bee3d,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/20/12hr_w2GFP.TIF,0,0,GFP,20,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/20,Done,65535,0,0.02,0.005973071267362684,0.0030893698858562857,0.005973071267362684,0.0,-12.416913260263254,0.05640599504113197,0.009289413042058757,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/20/12hr_w2GFP.TIF,1004
28591.0,17126.0,966288.0,-1,0.0,506.0,506.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.35000000000002274,0.0,1.0699999999999932,0.009999999999990905,0.2400000000000091,0.2599999999999909,0.36000000000001364,0.08999999999997499,0.0,0.03000000000002956,0.7799999999999727,0.910000000000025,0.10000000000002274,0.16999999999995907,0.0,0.01999999999998181,0.4399999999999977,0.6899999999999977,0.009999999999990905,0.020000000000038654,0.029999999999972715,0.2300000000000182,2.849999999999966,0.5399999999999636,1.8899999999999864,2.490000000000009,1.4400000000000546,2.2099999999999795,1.5299999999999727,2.410000000000025,12hr_w2GFP.TIF,0,57,1,1002,57,b'eLswxMGCG01LA52pjYBlsBGQV24E9KxeiKcbuMyFeQoYViDHYpbOIAa8hIaEFpABDmggDQx+OwC18ZYb',acb18374f24d695778916dc067eaa3cc,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/21/12hr_w2GFP.TIF,0,0,GFP,21,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/21,Done,65535,0,0.02,0.03524925094097853,0.004402301448863,0.03524925094097853,0.0,-12.204462350317346,0.07716104388237,0.6761020291471741,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/21/12hr_w2GFP.TIF,1004
28063.0,17866.0,966288.0,-1,0.0,584.0,584.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.2599999999999909,0.0,0.6399999999999864,0.0,0.15999999999996817,0.25,0.3100000000000023,0.06999999999993634,0.0,0.020000000000038654,0.589999999999975,0.8300000000000409,0.08999999999997499,0.13999999999998636,0.0,0.009999999999990905,0.38999999999998636,0.6200000000000045,0.0,0.009999999999990905,0.01999999999998181,0.18000000000000682,2.6899999999999977,0.4800000000000182,1.9700000000000273,2.5399999999999636,2.0400000000000205,2.650000000000034,1.9599999999999795,2.6499999999999773,12hr_w2GFP.TIF,0,58,1,1002,58,b'eLswxMGCG01LA52pjYz0DY2AvHIjoGf1QjzdwGUuzFPAsAI5FrN0BjHgJTQktIAMcEADaWDw2wEAtkmWHA==',e31692ad72b4d3bf4eba76b25f0b377d,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/22/12hr_w2GFP.TIF,0,0,GFP,22,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/22,Done,65535,0,0.02,0.06183592416346073,0.004217784124193713,0.06183592416346073,0.0,-12.200563182778794,0.05487021431326866,1.3627442442944262,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/22/12hr_w2GFP.TIF,1004
21493.0,13482.0,966288.0,-1,0.0,438.0,438.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.410000000000025,0.0,0.6399999999999864,0.009999999999990905,0.17999999999994998,0.21000000000003638,0.32000000000005,0.05999999999994543,0.0,0.030000000000086402,0.6099999999999,0.6600000000000819,0.06999999999993634,0.1500000000000341,0.0,0.009999999999990905,0.3900000000000432,0.7199999999999704,0.020000000000038654,0.009999999999990905,0.029999999999972715,0.21000000000003638,2.759999999999991,0.45999999999997954,1.7300000000000182,2.589999999999975,1.650000000000034,2.640000000000043,1.7099999999999227,2.6900000000000546,12hr_w2GFP.TIF,0,59,1,1002,59,b'eLswxMGCG01LA52pjYz1DY2AvHIjoGf1QjzdwGUuzFPAsAI5FrN0BjHgJTQktIAMcEADaWDw2wEAtqGWHQ==',4fb3cb7b1b2a0c491ccee24bc8a1b194,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/23/12hr_w2GFP.TIF,0,0,GFP,23,NP,hr_12,12hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/23,Done,65535,0,0.02,0.057211462408304214,0.003926437930203974,0.057211462408304214,0.0,-12.095315243499122,0.05211258679628372,1.2956502284475477,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_12/NP/23/12hr_w2GFP.TIF,1004
27608.0,18088.0,966288.0,-1,0.0,816.0,816.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.4500000000000455,0.0,0.67999999999995,0.010000000000047748,0.2699999999999818,0.27000000000003865,0.3599999999999568,0.09000000000003183,0.0,0.03000000000002956,0.839999999999975,1.329999999999984,0.16999999999995907,0.18000000000000682,0.009999999999990905,0.01999999999998181,0.5400000000000205,0.75,0.009999999999990905,0.020000000000038654,0.029999999999972715,0.22000000000002728,2.069999999999993,0.5199999999999818,2.4499999999999886,1.829999999999984,2.3799999999999955,1.8900000000000432,2.25,1.8700000000000045,24hr_w2GFP.TIF,0,60,1,1002,60,b'eLswxMGCG01LA5eWjEzAiSneEVQOG5kARcqNgB7WC/F0A5e7MI8BwwvkYMwSGsSAl9KQEAMywIENpIFRYAcABNOXHg==',862e16eb151ef74fc11dc4a88a18cb02,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/01/24hr_w2GFP.TIF,0,0,GFP,01,HP05_A,hr_24,24hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/01,Done,65535,0,0.02,0.01775727979838848,0.007063624041620642,0.01775727979838848,0.0,-11.961983539977098,0.11845829337835312,0.22902205781631332,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/01/24hr_w2GFP.TIF,1004
27257.0,18082.0,966288.0,-1,0.0,847.0,847.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.5,0.0,0.6599999999999682,0.009999999999990905,0.2599999999999909,0.28000000000002956,0.37999999999999545,0.07999999999998408,0.0,0.01999999999998181,0.8299999999999841,1.4700000000000273,0.15999999999996817,0.20000000000004547,0.009999999999990905,0.029999999999972715,0.5500000000000682,0.7599999999999909,0.009999999999990905,0.01999999999998181,0.01999999999998181,0.19000000000005457,2.25,0.5699999999999932,2.4399999999999977,2.009999999999991,2.4700000000000273,1.9499999999999886,2.1399999999999864,2.0299999999999727,24hr_w2GFP.TIF,0,61,1,1002,61,b'eLswxMGCG01LA5eWjEzAiSneUd/ASN/IBChSbgT0sF6Ipxu43IV5DBheIAdjltAgBryUhoQYkAEObCANjAI7AAUrlx8=',c49c9cefa0ba65678f3234b782503634,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/02/24hr_w2GFP.TIF,0,0,GFP,02,HP05_A,hr_24,24hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/02,Done,65535,0,0.02,0.011679204762913287,0.005462604749482125,0.011679204762913287,0.0,-12.084188538720646,0.08537762612104416,0.09033371224337433,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/02/24hr_w2GFP.TIF,1004
24202.0,16485.0,966288.0,-1,0.0,845.0,845.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.4300000000000068,0.0,0.6399999999999864,0.009999999999990905,0.2599999999999909,0.2799999999999727,0.38999999999998636,0.08000000000004093,0.009999999999990905,0.040000000000020464,0.8299999999999841,1.3999999999999773,0.160000000000025,0.18999999999994088,0.009999999999990905,0.020000000000038654,0.5400000000000205,0.7599999999999909,0.01999999999998181,0.009999999999990905,0.04000000000007731,0.17999999999994998,2.259999999999991,0.5499999999999545,2.4500000000000455,2.0,2.509999999999991,1.9400000000000546,2.1399999999999864,1.990000000000009,24hr_w2GFP.TIF,0,62,1,1002,62,b'eLswxMGCG01LA5eWjEzAiSneUd/AWN/IBChSbgT0sF6Ipxu43IV5DBheIAdjltAgBryUhoQYkAEObCANjAI7AAWDlyA=',82dc9ed5638d6b95d06a697fa3ab13a4,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/03/24hr_w2GFP.TIF,0,0,GFP,03,HP05_A,hr_24,24hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/03,Done,65535,0,0.02,0.013015941134653986,0.005189273157157004,0.013015941134653986,0.0,-11.941533913018477,0.07571142166852951,0.1181149074158445,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/03/24hr_w2GFP.TIF,1004
26988.0,17810.0,921703.0,-1,1.0,797.0,797.0,1.0,966288,966288,1006008,1006008,0.0,0.0,0.4699999999999136,0.0,0.8100000000000023,0.009999999999990905,0.30000000000001137,0.2300000000000182,0.48999999999995225,0.17000000000007276,0.009999999999990905,0.029999999999972715,0.75,1.330000000000041,0.15999999999996817,0.19000000000005457,0.009999999999990905,0.009999999999990905,0.4399999999999977,0.6999999999999886,0.009999999999990905,0.009999999999990905,0.03000000000002956,0.19999999999998863,2.339999999999975,0.5800000000000409,2.4599999999999227,2.0500000000000114,2.1000000000000227,2.0399999999999636,1.990000000000009,2.019999999999982,24hr_w2GFP.TIF,0,63,1,1002,63,b'eLswxMGCG01LA5eWjEzAiSneUd/ARN/IBChSbgT0sF6Ipxu43IV5DBheIAdjltAgBryUhoQYkAEObCANjAI7AAXblyE=',a2245f9d52f4b6bd2d905176e80ddb55,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/04/24hr_w2GFP.TIF,0,0,GFP,04,HP05_A,hr_24,24hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/04,Done,65535,0,0.02,0.029368792194873095,0.0051317132893018425,0.029368792194873095,-12.420182517038015,-11.972877123896565,0.10849181357616519,0.5143762296341002,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/04/24hr_w2GFP.TIF,1004
19528.0,12543.0,966288.0,-1,0.0,510.0,510.0,0.0,966288,966288,1006008,1006008,0.0,0.0,0.38999999999998636,0.0,0.8100000000000023,0.010000000000047748,0.31999999999993634,0.2400000000000091,0.4000000000000341,0.1099999999999568,0.010000000000047748,0.040000000000020464,0.6999999999999886,0.8999999999999773,0.1099999999999568,0.17000000000001592,0.009999999999990905,0.029999999999972715,0.41000000000008185,0.7599999999999909,0.01999999999998181,0.009999999999990905,0.029999999999972715,0.18000000000006366,2.480000000000018,0.39999999999997726,1.8600000000000136,2.269999999999982,1.8799999999999955,2.180000000000007,1.7099999999999795,2.2000000000000455,24hr_w2GFP.TIF,0,64,1,1002,64,b'eLswxMGCG01LA5eWjEzAiSneUR+YooxMgCLlRkAP64V4uoHLXZjHgOEFcjBmCQ1iwEtpSIgBGeDABtLAKLADAAYzlyI=',25eb4f9aa388b3b4009350216314325b,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/05/24hr_w2GFP.TIF,0,0,GFP,05,HP05_A,hr_24,24hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/05,Done,65535,0,0.02,0.023709673900157213,0.003968194534536451,0.023709673900157213,0.0,-12.16595991133324,0.05032018944621086,0.3822095821151003,file:/Users/pryder/GitHub/pearlryder_projects/2021_01_14_FibrilAnalysis_RIT_GaborskiLab/data/Batch_2/hr_24/HP05_A/05/24hr_w2GFP.TIF,1004
